"","X","Length","Plant","Treatment","Germination","Lemur","GerminationDate","Date","Weight","Type"
"204",204,0.86288995514704,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"205",205,1.96711235670592,"Apple","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"206",206,1.45628673293993,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-17","2023-03-08",7.27239839257005,"Captive"
"207",207,1.44456326924387,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-17","2023-03-08",7.27239839257005,"Captive"
"208",208,1.40854497005471,"Tomato","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",7.27239839257005,"Captive"
"209",209,1.55814461804655,"Tomato","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",7.27239839257005,"Captive"
"210",210,1.42791603581071,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"211",211,1.30019166206648,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"212",212,1.42551507427317,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"213",213,1.27536280041261,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"214",214,1.36863942588117,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"215",215,1.35583515363518,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"216",216,1.31908561142644,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"217",217,1.39128190263093,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"218",218,1.34286480319255,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"219",219,1.31908561142644,"Blackberry","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"220",220,0.900161349944271,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"221",221,0.871293365943419,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"222",222,0.912282710476616,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"223",223,0.815364813284194,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"224",224,0.854415328156068,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"225",225,0.797507195884188,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"226",226,0.783901543828409,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"227",227,0.806475865866949,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"228",228,0.959350221334602,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"229",229,0.908258560176891,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"230",230,0.78845736036427,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"231",231,0.806475865866949,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"232",232,0.832909122935104,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"233",233,0.963174317773006,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"234",234,0.928219302739429,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"235",235,0.802001585472027,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"236",236,0.896088024556636,"Kiwi","Gut-passed, Washed",1,"E. mongoz","2023-03-22","2023-03-08",7.27239839257005,"Captive"
"237",237,0.770108221696074,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"238",238,0.982078472412158,"Kiwi","Gut-passed, Washed",1,"E. mongoz","2023-03-17","2023-03-08",7.27239839257005,"Captive"
"239",239,0.765467842139571,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"240",240,1.22964055107451,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"241",241,1.31103187661934,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"242",242,1.26129787094521,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"243",243,1.29198368164865,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"244",244,1.41585316336144,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"245",245,1.35066718347674,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"246",246,1.30019166206648,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"247",247,1.23547147138531,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"248",248,1.31908561142644,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"249",249,0.896088024556636,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"250",250,0.824175442966349,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"251",251,0.858661619037519,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"252",252,0.936093359170335,"Kiwi","Gut-passed",1,"E. mongoz","2023-03-24","2023-03-08",7.27239839257005,"Captive"
"253",253,0.887891257352457,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"254",254,0.732367893713227,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"255",255,0.887891257352457,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"256",256,0.867100487683383,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"257",257,0.871293365943419,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"258",258,0.8754687373539,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"259",259,0.867100487683383,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"260",260,0.832909122935104,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"261",261,0.883767540168595,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"262",262,0.802001585472027,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"263",263,0.989541193613748,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"264",264,1.46325540225602,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-15","2023-03-08",7.28619171470238,"Captive"
"265",265,1.52822785700856,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-17","2023-03-08",7.28619171470238,"Captive"
"266",266,1.57277392806251,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-17","2023-03-08",7.28619171470238,"Captive"
"267",267,1.46787434811231,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-17","2023-03-08",7.28619171470238,"Captive"
"268",268,1.48839958405704,"Red Bell Pepper","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"269",269,0.85015092936961,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"270",270,0.765467842139571,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"271",271,0.751416088683921,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"272",272,0.797507195884188,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"273",273,0.806475865866949,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"274",274,0.841567185678219,"Kiwi","Gut-passed",1,"E. mongoz","2023-04-19","2023-03-08",7.28619171470238,"Captive"
"275",275,0.741937344729377,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"276",276,1.98513086220859,"Apple","Gut-passed",0,"E. mongoz",NA,"2023-03-08",7.28619171470238,"Captive"
"277",277,2.09801792725277,"Apple","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",7.27239839257005,"Captive"
"278",278,1.52605630349505,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-17","2023-03-08",7.27239839257005,"Captive"
"279",279,1.47247205736094,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-15","2023-03-08",7.27239839257005,"Captive"
"280",280,1.55392520250384,"Tomato","Gut-passed",1,"E. mongoz","2023-03-15","2023-03-08",7.27239839257005,"Captive"
"281",281,1.43983512804792,"Tomato","Gut-passed",1,"E. mongoz","2023-03-15","2023-03-08",7.27239839257005,"Captive"
"282",282,1.9823798288367,"Apple","Gut-passed",1,"E. mongoz","2023-03-15","2023-03-08",7.27239839257005,"Captive"
"283",283,1.35066718347674,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-17","2023-03-08",NA,"Captive"
"284",284,1.29198368164865,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-17","2023-03-08",NA,"Captive"
"285",285,1.53039470509365,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-17","2023-03-08",NA,"Captive"
"286",286,1.52822785700856,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-17","2023-03-08",NA,"Captive"
"287",287,1.55180879959746,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-17","2023-03-08",NA,"Captive"
"288",288,0.824175442966349,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"289",289,0.845868267577609,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"290",290,0.871293365943419,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"291",291,0.576613364303994,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"292",292,0.879626747502564,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"293",293,0.693147180559945,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"294",294,0.322083499169113,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"295",295,2.08691355651854,"Apple","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"296",296,2.14826773260969,"Apple","Gut-passed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"297",297,1.99605993274078,"Apple","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"298",298,1.45395300959371,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"299",299,0.819779831493311,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"300",300,0.797507195884188,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"301",301,1.43031124653666,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"302",302,1.53039470509365,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"303",303,1.62136648329937,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"304",304,1.5953389880546,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"305",305,1.4655675420144,"Tomato","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"306",306,1.47704872438835,"Tomato","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"307",307,0.774727167552368,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"308",308,0.887891257352457,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"309",309,0.751416088683921,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"310",310,2.00955541421567,"Apple","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"311",311,1.31372366828506,"Blackberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"312",312,2.0188950418118,"Apple","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"313",313,0.845868267577609,"Kiwi","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"314",314,1.43508452528932,"Red Bell Pepper","Gut-passed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"315",315,0.559615787935423,"Cranberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"316",316,0.405465108108164,"Cranberry","Gut-passed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"317",317,1.49065437644413,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"318",318,1.51951320490611,"Red Bell Pepper","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"319",319,1.42791603581071,"Tomato","Gut-passed, Washed",1,"E. mongoz","2023-03-15","2023-03-08",NA,"Captive"
"320",320,1.94591014905531,"Apple","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"321",321,0.943905898907128,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"322",322,0.940007258491471,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"323",323,0.924258901523332,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"324",324,0.708035793053696,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"325",325,0.824175442966349,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"326",326,0.806475865866949,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"327",327,0.828551817566148,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"328",328,0.858661619037519,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"329",329,0.672944473242426,"Kiwi","Gut-passed, Washed",0,"E. mongoz",NA,"2023-03-08",NA,"Captive"
"330",330,0.959350221334602,"Dragonfruit","Gut-passed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"331",331,0.86288995514704,"Dragonfruit","Gut-passed",1,"L. catta","2023-09-13","2023-09-06",7.83201418050547,"Captive"
"332",332,0.867100487683383,"Dragonfruit","Gut-passed",1,"L. catta","2023-09-13","2023-09-06",7.83201418050547,"Captive"
"333",333,0.951657875711446,"Dragonfruit","Gut-passed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"334",334,0.916290731874155,"Dragonfruit","Gut-passed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"335",335,0.99694863489161,"Dragonfruit","Gut-passed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"336",336,0.900161349944271,"Dragonfruit","Gut-passed",1,"L. catta","2023-09-27","2023-09-06",7.83201418050547,"Captive"
"337",337,1.02604159583327,"Dragonfruit","Gut-passed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"338",338,0.912282710476616,"Dragonfruit","Gut-passed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"339",339,0.985816794522765,"Dragonfruit","Gut-passed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"340",340,1.55603713570699,"Tomato","Gut-passed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"341",341,1.55392520250384,"Tomato","Gut-passed",1,"L. catta","2023-09-13","2023-09-06",7.83201418050547,"Captive"
"342",342,1.58514521986506,"Tomato","Gut-passed",1,"L. catta","2023-09-13","2023-09-06",7.83201418050547,"Captive"
"343",343,0.8754687373539,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-10-25","2023-09-06",7.83201418050547,"Captive"
"344",344,0.989541193613748,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-06",7.83201418050547,"Captive"
"345",345,0.970778917158225,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-06",7.83201418050547,"Captive"
"346",346,1.01160091167848,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-06",7.83201418050547,"Captive"
"347",347,0.943905898907128,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-27","2023-09-06",7.83201418050547,"Captive"
"348",348,0.867100487683383,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"349",349,0.940007258491471,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-10-25","2023-09-06",7.83201418050547,"Captive"
"350",350,0.908258560176891,"Dragonfruit","Gut-passed, Washed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"351",351,0.993251773010283,"Dragonfruit","Gut-passed, Washed",1,"L. catta","2023-09-13","2023-09-06",7.83201418050547,"Captive"
"352",352,1.46093790411566,"Tomato","Gut-passed, Washed",1,"L. catta","2023-09-27","2023-09-06",7.83201418050547,"Captive"
"353",353,1.42551507427317,"Tomato","Gut-passed, Washed",0,"L. catta",NA,"2023-09-06",7.83201418050547,"Captive"
"354",354,1.19694818938897,"Blackberry","Gut-passed",0,NA,NA,"2023-03-29",7.73193072194849,"Captive"
"355",355,0.741937344729377,"Dragonfruit","Gut-passed",1,NA,"2023-04-12","2023-03-29",7.73193072194849,"Captive"
"356",356,0.837247524533702,"Dragonfruit","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.83201418050547,"Captive"
"357",357,0.841567185678219,"Dragonfruit","Gut-passed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"358",358,2.67827804276854,"Butternut Squash","Gut-passed",1,"E. flavifrons","2023-04-12","2023-03-29",7.83201418050547,"Captive"
"359",359,1.57484646766448,"Tomato","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.83201418050547,"Captive"
"360",360,0.765467842139571,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"361",361,0.858661619037519,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"362",362,0.797507195884188,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-07","2023-03-29",7.83201418050547,"Captive"
"363",363,2.63476240533238,"Butternut Squash","Gut-passed, Washed",1,"E. flavifrons","2023-04-05","2023-03-29",7.83201418050547,"Captive"
"364",364,2.50878592357794,"Butternut Squash","Gut-passed, Washed",1,"E. flavifrons","2023-04-05","2023-03-29",7.83201418050547,"Captive"
"365",365,1.42551507427317,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.83201418050547,"Captive"
"366",366,1.21787570949493,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"367",367,1.48160454092422,"Tomato","Gut-passed",1,"E. flavifrons","2023-04-25","2023-03-29",7.83201418050547,"Captive"
"368",368,2.65324196460721,"Butternut Squash","Gut-passed, Washed",1,"E. flavifrons","2023-04-05","2023-03-29",7.83201418050547,"Captive"
"369",369,2.55489902160804,"Butternut Squash","Gut-passed, Washed",1,"E. flavifrons","2023-04-05","2023-03-29",7.83201418050547,"Captive"
"370",370,0.797507195884188,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"371",371,0.751416088683921,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"372",372,1.38128181929635,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-05","2023-03-29",7.83201418050547,"Captive"
"373",373,1.42310833424261,"Tomato","Gut-passed, Washed",1,"E. flavifrons","2023-04-05","2023-03-29",7.83201418050547,"Captive"
"374",374,0.746687947487975,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"375",375,1.26694760348732,"Blackberry","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"376",376,0.779324876800998,"Dragonfruit","Gut-passed, Washed",0,"E. flavifrons",NA,"2023-03-29",7.83201418050547,"Captive"
"377",377,0.815364813284194,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.83201418050547,"Captive"
"378",378,0.806475865866949,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-21","2023-03-29",7.83201418050547,"Captive"
"379",379,0.683096844706444,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-19","2023-03-29",7.83201418050547,"Captive"
"380",380,0.672944473242426,"Dragonfruit","Gut-passed, Washed",1,"E. flavifrons","2023-04-25","2023-03-29",7.83201418050547,"Captive"
