,X,Germination.Date,Date,germ,Treatment,Lemur_Species,Plant_Species_Common_Name,Length_log
1247,1247,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.419478844
1248,1248,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.431857429
1249,1249,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.497388409
1250,1250,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.512927012
1251,1251,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.593308531
1252,1252,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.553925203
1253,1253,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.490654376
1254,1254,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.564440547
1255,1255,3/8/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.936093359
1256,1256,3/8/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.722705983
1257,1257,3/8/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.792992516
1258,1258,3/3/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.879626748
1259,1259,3/3/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.916290732
1260,1260,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.828551818
1261,1261,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.879626748
1262,1262,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.920282753
1263,1263,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Solanum lycopersicum,1.289232648
1265,1265,3/17/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.423917378
1266,1266,2/24/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.373043557
1267,1267,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.472327868
1268,1268,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.404238747
1269,1269,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.479056236
1270,1270,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.456164181
1271,1271,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.423917378
1272,1272,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.471483629
1273,1273,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.401525041
1274,1274,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.434490164
1275,1275,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.435366204
1276,1276,3/8/23,2/15/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.916290732
1277,1277,3/1/23,2/15/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.920282753
1278,1278,3/1/23,2/15/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.871293366
1279,1279,3/1/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.665818246
1280,1280,2/24/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.593308531
1281,1281,2/24/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.553925203
1282,1282,2/24/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.587192303
1283,1283,2/24/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.5518088
1284,1284,2/24/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.613429934
1285,1285,3/8/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.443216223
1286,1286,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.304583096
1287,1287,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.45530618
1288,1288,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.451866796
1289,1289,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.457021446
1290,1290,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.444084655
1291,1291,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.450142657
1292,1292,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.373975089
1293,1293,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.257587727
1294,1294,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.290512512
1295,1295,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.441477092
1296,1296,3/8/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.955511445
1297,1297,3/3/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,1.011600912
1298,1298,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.858661619
1299,1299,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.924258902
1300,1300,3/1/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.871293366
1301,1301,3/8/23,2/15/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.940007258
1302,1302,3/8/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.432735777
1303,1303,3/1/23,2/15/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.832909123
1304,1304,3/1/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,1.488399584
1305,1305,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.385086315
1306,1306,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.426571073
1307,1307,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.307572635
1308,1308,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.351375257
1309,1309,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.428336298
1310,1310,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.474014209
1311,1311,2/22/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.407845604
1312,1312,3/3/23,2/15/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.415913778
1313,1313,3/3/23,2/15/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.570697084
1314,1314,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo L.,2.397895273
1315,1315,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo L.,2.499795262
1316,1316,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo L.,2.467251715
1317,1317,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo L.,2.346601978
1318,1318,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.819779831
1319,1319,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.887891257
1320,1320,3/3/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.90016135
1321,1321,2/22/23,2/15/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.517322624
1322,1322,2/3/23,1/26/23,1,Gut-passed,E. coronatus,Capsicum annuum,1.583093937
1323,1323,2/3/23,1/26/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.53686722
1324,1324,2/3/23,1/26/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.486139696
1325,1325,2/1/23,1/26/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.499623046
1326,1326,2/1/23,1/26/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.53686722
1327,1327,2/1/23,1/26/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.530394705
1328,1328,2/1/23,1/26/23,1,"Gut-passed, Washed",E. coronatus,Capsicum annuum,1.568615918
1329,1329,1/11/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.403334996
1330,1330,1/11/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.529720666
1331,1331,1/11/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.388762789
1332,1332,1/11/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.441477092
1333,1333,1/11/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.550226116
1334,1334,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.499795262
1335,1335,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.406043801
1336,1336,1/11/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.548663616
1337,1337,1/25/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.358965426
1338,1338,1/20/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.434490164
1339,1339,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.430978308
1340,1340,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.582486978
1341,1341,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.387844937
1342,1342,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.524127363
1343,1343,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.538447417
1344,1344,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.574137784
1345,1345,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.478217662
1346,1346,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.530517161
1347,1347,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.553343811
1348,1348,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.46894663
1349,1349,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.541601993
1350,1350,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.502255288
1351,1351,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.48906466
1352,1352,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.583242551
1353,1353,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.518502599
1354,1354,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.475697711
1355,1355,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.49732917
1356,1356,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.465553921
1357,1357,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.525728644
1358,1358,1/25/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.351375257
1359,1359,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.468099531
1360,1360,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.60046499
1361,1361,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.344686269
1362,1362,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.307572635
1363,1363,1/18/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,1.560247668
1364,1364,1/13/23,1/6/23,1,Gut-passed,V. variegata,Cucumis melo L.,2.614471854
1365,1365,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo L.,2.672768387
1366,1366,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo L.,2.593013391
1367,1367,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo L.,2.613739522
1368,1368,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.508511994
1369,1369,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.477048724
1370,1370,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.477048724
1371,1371,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.517322624
1372,1372,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.572773928
1373,1373,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.583093937
1374,1374,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.611435915
1375,1375,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.558144618
1376,1376,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.393339456
1377,1377,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.350422422
1378,1378,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.589235205
1379,1379,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.53686722
1380,1380,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.526056303
1381,1381,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.495148766
1382,1382,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.504077397
1383,1383,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.691939134
1384,1384,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.363537374
1385,1385,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.526056303
1386,1386,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.523880024
1387,1387,2/22/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.394252282
1388,1388,2/4/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.492904096
1389,1389,2/4/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.391281903
1390,1390,2/4/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.393766376
1391,1391,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.327277706
1392,1392,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.581038438
1393,1393,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.44926916
1394,1394,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.564440547
1395,1395,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.465567542
1396,1396,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.45395301
1397,1397,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.472472057
1399,1399,2/4/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.532556868
1400,1400,2/4/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.62924054
1401,1401,2/4/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.499623046
1402,1402,2/4/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.5518088
1403,1403,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.354228326
1404,1404,3/3/23,1/25/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,1.004301609
1405,1405,2/17/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.155244505
1406,1406,2/15/23,1/25/23,1,Gut-passed,E. flavifrons,Solanum lycopersicum,1.327075001
1407,1407,2/15/23,1/25/23,1,Gut-passed,E. flavifrons,Solanum lycopersicum,1.358409158
1408,1408,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.545432582
1409,1409,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.481604541
1410,1410,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.483874689
1411,1411,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.329227024
1412,1412,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.349468679
1413,1413,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,2.281361457
1414,1414,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.45395301
1415,1415,4/7/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.382320061
1416,1416,2/15/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.33698652
1417,1417,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.406043801
1418,1418,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.35612586
1419,1419,2/1/23,1/25/23,1,Gut-passed,E. flavifrons,Cucumis melo var. cantalupensis,2.352327185
1420,1420,2/15/23,1/25/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.854415328
1421,1421,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,1.029619417
1422,1422,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.904218151
1423,1423,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.916290732
1424,1424,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.955511445
1425,1425,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.90016135
1426,1426,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Actinidia deliciosa,0.955511445
1427,1427,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.547562509
1428,1428,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.541159072
1429,1429,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.439835128
1430,1430,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.568615918
1431,1431,2/4/23,1/25/23,1,Gut-passed,E. flavifrons,Capsicum annuum,1.508511994
1432,1432,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.402430428
1433,1433,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.301584593
1434,1434,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.292534757
1435,1435,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Cucumis melo var. cantalupensis,2.3580198
1436,1436,2/8/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Actinidia deliciosa,0.828551818
1437,1437,2/4/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.435084525
1438,1438,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.534714366
1439,1439,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.532556868
1440,1440,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.617406082
1441,1441,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.451613827
1442,1442,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.458615023
1443,1443,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.388791241
1444,1444,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.44926916
1445,1445,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.40854497
1446,1446,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.460937904
1447,1447,2/1/23,1/25/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.597365331
1448,1448,8/30/23,8/8/23,1,Gut-passed,L. catta,Capsicum annuum,1.53686722
1449,1449,8/30/23,8/8/23,1,Gut-passed,L. catta,Capsicum annuum,1.486139696
1450,1450,8/14/23,8/8/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.101940079
1451,1451,8/14/23,8/8/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.319085611
1452,1452,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.444563269
1453,1453,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.501852702
1454,1454,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.506297154
1455,1455,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.488399584
1456,1456,3/1/23,2/22/23,1,"Gut-passed, Washed",E. flavifrons,Capsicum annuum,1.446918983
1457,1457,9/13/23,9/5/23,1,Gut-passed,L. catta,Selenicereus undatus,1.004301609
1458,1458,9/27/23,9/5/23,1,Gut-passed,L. catta,Selenicereus undatus,0.90825856
1459,1459,9/13/23,9/5/23,1,Gut-passed,L. catta,Selenicereus undatus,0.871293366
1460,1460,9/13/23,9/5/23,1,Gut-passed,L. catta,Selenicereus undatus,0.506817602
1461,1461,9/13/23,9/5/23,1,Gut-passed,L. catta,Selenicereus undatus,0.891998039
1462,1462,9/13/23,9/5/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.247032294
1463,1463,9/13/23,9/5/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.368639426
1464,1464,9/13/23,9/5/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.501852702
1465,1465,8/30/23,8/15/23,1,"Gut-passed, Washed",L. catta,Capsicum annuum,1.490654376
1466,1466,8/14/23,8/8/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.255616037
1467,1467,8/30/23,8/8/23,1,Gut-passed,L. catta,Cucumis melo var. cantalupensis,2.267993648
1468,1468,8/14/23,8/8/23,1,Gut-passed,L. catta,Cucumis melo var. cantalupensis,2.304583096
1469,1469,9/6/23,8/8/23,1,Gut-passed,L. catta,Capsicum annuum,1.474763009
1470,1470,10/25/23,8/9/23,1,Gut-passed,L. catta,Capsicum annuum,1.437462648
1471,1471,9/6/23,8/9/23,1,Gut-passed,L. catta,Cucumis melo var. cantalupensis,2.438862711
1472,1472,9/27/23,8/9/23,1,Gut-passed,L. catta,Cucumis melo var. cantalupensis,2.279316466
1473,1473,9/8/23,9/6/23,1,Gut-passed,L. catta,Selenicereus undatus,0.989541194
1474,1474,9/13/23,9/6/23,1,Gut-passed,L. catta,Selenicereus undatus,0.91228271
1475,1475,9/8/23,9/6/23,1,Gut-passed,L. catta,Selenicereus undatus,0.959350221
1476,1476,9/13/23,9/6/23,1,Gut-passed,L. catta,Selenicereus undatus,0.88376754
1477,1477,9/27/23,9/6/23,1,Gut-passed,L. catta,Selenicereus undatus,0.837247525
1478,1478,9/27/23,9/6/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.472472057
1479,1479,9/8/23,9/6/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.283707772
1480,1480,9/8/23,9/6/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.340250423
1481,1481,9/13/23,9/6/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.383791231
1482,1482,9/13/23,9/6/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.373715579
1483,1483,10/18/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,1.00063188
1484,1484,10/25/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.947789399
1485,1485,10/18/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.832909123
1486,1486,9/13/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.996948635
1487,1487,9/22/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.924258902
1488,1488,9/13/23,9/6/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.5518088
1489,1489,9/13/23,9/6/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.376244025
1490,1490,9/13/23,9/6/23,1,Gut-passed,L. catta,Selenicereus undatus,0.924258902
1491,1491,9/13/23,9/6/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.238374231
1492,1492,9/13/23,9/6/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.153731588
1493,1493,10/25/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.947789399
1494,1494,10/25/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.936093359
1495,1495,10/25/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.904218151
1496,1496,9/13/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.993251773
1497,1497,9/13/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.970778917
1498,1498,9/8/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.91228271
1499,1499,9/27/23,9/6/23,1,"Gut-passed, Washed",L. catta,Selenicereus undatus,0.932164081
1500,1500,9/13/23,9/6/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.313723668
1501,1501,9/8/23,9/6/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.252762968
1502,1502,9/8/23,9/6/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.319085611
1503,1503,9/13/23,9/6/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.427916036
1504,1504,9/8/23,9/6/23,1,"Gut-passed, Washed",L. catta,Solanum lycopersicum,1.316408234
1505,1505,10/27/23,10/18/23,1,Gut-passed,L. catta,Cucumis melo L.,2.522523513
1506,1506,10/25/23,10/18/23,1,Gut-passed,L. catta,Cucumis melo L.,2.525728644
1507,1507,10/25/23,10/18/23,1,Gut-passed,L. catta,Cucumis melo L.,2.263844265
1508,1508,10/25/23,10/18/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.40854497
1509,1509,10/25/23,10/18/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.241268589
1510,1510,10/25/23,10/18/23,1,Gut-passed,L. catta,Solanum lycopersicum,1.393766376
